evidence_label,modality,representation,score,rule,subset,n_genuine,n_impostor,threshold,TP,FN,FP,TN,FAR,FRR,TAR,accuracy,precision,recall,F1,subset_EER,subset_EER_threshold
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.53,58,295,0,4015,0,0.835694,0.164306,0.932463,1,0.164306,0.282238,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.54,64,289,0,4015,0,0.818697,0.181303,0.933837,1,0.181303,0.306954,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.55,73,280,0,4015,0,0.793201,0.206799,0.935897,1,0.206799,0.342723,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.56,85,268,0,4015,0,0.759207,0.240793,0.938645,1,0.240793,0.388128,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.57,91,262,0,4015,0,0.74221,0.25779,0.940018,1,0.25779,0.40991,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.58,96,257,0,4015,0,0.728045,0.271955,0.941163,1,0.271955,0.427617,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.59,102,251,0,4015,0,0.711048,0.288952,0.942537,1,0.288952,0.448352,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.6,109,244,0,4015,0,0.691218,0.308782,0.944139,1,0.308782,0.471861,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.61,115,238,0,4015,0,0.674221,0.325779,0.945513,1,0.325779,0.491453,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.62,121,232,0,4015,0,0.657224,0.342776,0.946886,1,0.342776,0.510549,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.63,132,221,0,4015,0,0.626062,0.373938,0.949405,1,0.373938,0.54433,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.64,143,210,0,4015,0,0.594901,0.405099,0.951923,1,0.405099,0.576613,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.65,150,203,0,4015,0,0.575071,0.424929,0.953526,1,0.424929,0.596421,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.66,156,197,0,4015,0,0.558074,0.441926,0.954899,1,0.441926,0.612967,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.67,166,187,0,4015,0,0.529745,0.470255,0.957189,1,0.470255,0.639692,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.68,178,175,0,4015,0,0.495751,0.504249,0.959936,1,0.504249,0.670433,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.69,185,168,0,4015,0,0.475921,0.524079,0.961538,1,0.524079,0.687732,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.7,192,161,0,4015,0,0.456091,0.543909,0.963141,1,0.543909,0.704587,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.71,199,154,0,4015,0,0.436261,0.563739,0.964744,1,0.563739,0.721014,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.72,205,148,0,4015,0,0.419263,0.580737,0.966117,1,0.580737,0.734767,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.73,213,140,0,4015,0,0.396601,0.603399,0.967949,1,0.603399,0.75265,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.74,220,133,0,4015,0,0.376771,0.623229,0.969551,1,0.623229,0.767888,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.75,228,125,0,4015,0,0.354108,0.645892,0.971383,1,0.645892,0.784854,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.76,231,122,0,4015,0,0.345609,0.654391,0.97207,1,0.654391,0.791096,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.77,236,117,1,4014,0.000249066,0.331445,0.668555,0.972985,0.995781,0.668555,0.8,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.78,242,111,1,4014,0.000249066,0.314448,0.685552,0.974359,0.995885,0.685552,0.812081,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.79,249,104,1,4014,0.000249066,0.294618,0.705382,0.975962,0.996,0.705382,0.825871,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.8,256,97,1,4014,0.000249066,0.274788,0.725212,0.977564,0.996109,0.725212,0.839344,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.81,265,88,1,4014,0.000249066,0.249292,0.750708,0.979625,0.996241,0.750708,0.85622,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.82,268,85,1,4014,0.000249066,0.240793,0.759207,0.980311,0.996283,0.759207,0.861736,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.83,275,78,1,4014,0.000249066,0.220963,0.779037,0.981914,0.996377,0.779037,0.874404,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.84,281,72,1,4014,0.000249066,0.203966,0.796034,0.983288,0.996454,0.796034,0.885039,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.85,285,68,1,4014,0.000249066,0.192635,0.807365,0.984203,0.996503,0.807365,0.892019,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.86,292,61,3,4012,0.000747198,0.172805,0.827195,0.985348,0.989831,0.827195,0.901235,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.87,296,57,4,4011,0.000996264,0.161473,0.838527,0.986035,0.986667,0.838527,0.906585,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.88,300,53,5,4010,0.00124533,0.150142,0.849858,0.986722,0.983607,0.849858,0.911854,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.89,304,49,7,4008,0.00174346,0.13881,0.86119,0.987179,0.977492,0.86119,0.915663,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.9,305,48,8,4007,0.00199253,0.135977,0.864023,0.987179,0.974441,0.864023,0.915916,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.91,307,46,8,4007,0.00199253,0.130312,0.869688,0.987637,0.974603,0.869688,0.919162,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.92,311,42,9,4006,0.00224159,0.11898,0.88102,0.988324,0.971875,0.88102,0.92422,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.93,313,40,10,4005,0.00249066,0.113314,0.886686,0.988553,0.96904,0.886686,0.926036,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.94,315,38,11,4004,0.00273973,0.107649,0.892351,0.988782,0.966258,0.892351,0.927835,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.95,321,32,13,4002,0.00323786,0.0906516,0.909348,0.989698,0.961078,0.909348,0.934498,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.96,324,29,17,3998,0.00423412,0.082153,0.917847,0.989469,0.950147,0.917847,0.933718,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.97,328,25,18,3997,0.00448319,0.0708215,0.929178,0.990156,0.947977,0.929178,0.938484,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.98,331,22,20,3995,0.00498132,0.0623229,0.937677,0.990385,0.94302,0.937677,0.940341,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,0.99,331,22,26,3989,0.00647572,0.0623229,0.937677,0.989011,0.927171,0.937677,0.932394,0.0254502,1.06597
REAL DATA,voice,raw_embedding,raw_distance,<=,test,353,4015,1,331,22,30,3985,0.00747198,0.0623229,0.937677,0.988095,0.916898,0.937677,0.927171,0.0254502,1.06597
